,Dealer,Company,VIP,FEIN,Unnamed: 4,DNI,Peripherals,Service,Owner,Unit ID,Unit,Unit Type,Carrier,Unnamed: 13,Monthly Fee,Billing Group,Billing Period,Last Service Paid Until,Service Paid Until,Serial Number,IMEI,Bill To,Status,Event,Assigned To Company On,Last Event Date,Last Contact On,Last Event Address
18298,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0WN1,37,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",,Monthly,10/29/2024 3:49:18 PM,11/28/2024 3:49:18 PM,1363185175,354514101461814,,Active,Parked,11/4/2024 3:22:32 AM,11/4/2024 8:50:55 AM,11/4/2024 9:00:51 AM,"Pe-3n PE-3N,5, Cajamarca, Cajamarca, Cajamarca, Perú"
18299,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0WN2,28,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",,Monthly,10/29/2024 3:49:18 PM,11/28/2024 3:49:18 PM,1363185985,354514101470427,,Active,,11/4/2024 3:18:01 AM,11/4/2024 8:15:59 AM,10/9/2024 12:45:06 PM,7791 NW 46TH ST
18300,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0WN3,25,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",,Monthly,10/29/2024 3:49:18 PM,11/28/2024 3:49:18 PM,1363184595,352556102097099,,Active,,11/4/2024 5:36:39 AM,11/4/2024 10:34:38 AM,10/10/2024 7:18:39 PM,7791 NW 46TH ST
18301,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0WN4,12,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",,Monthly,10/29/2024 12:00:00 AM,11/28/2024 12:00:00 AM,1363185976,354514101461970,,Active,Ignition OFF,11/2/2024 11:10:28 AM,11/2/2024 3:19:04 PM,11/2/2024 3:19:32 PM,"SR-826, Miami, FL 33166"
18302,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0WN8,11,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",,Monthly,10/29/2024 3:49:18 PM,11/28/2024 3:49:18 PM,1363185172,354514101462739,,Active,,11/4/2024 3:13:32 AM,11/4/2024 8:12:08 AM,10/9/2024 1:34:46 PM,7791 NW 46TH ST
18303,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0WN9,26,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",,Monthly,10/29/2024 3:49:18 PM,11/28/2024 3:49:18 PM,1363185171,352556102000242,,Active,,11/4/2024 4:25:35 AM,11/4/2024 9:19:52 AM,8/12/2024 4:35:46 PM,7791 NW 46TH ST
18304,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0WNA,24,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE,,"29,99",,Monthly,10/29/2024 3:49:18 PM,11/28/2024 3:49:18 PM,1363185982,354514101462085,,Active,,11/4/2024 4:40:06 AM,11/4/2024 9:32:55 AM,11/4/2024 9:31:32 AM,7791 NW 46TH ST
18305,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WNV,0WNV,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MOVISTAR PE,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764358986,358077091433090,,Active,Ignition ON,4/11/2023 11:36:21 AM,4/10/2023 10:09:14 PM,4/11/2023 3:34:26 PM,"Av Enrique Canaval Y Moreyra-31, San Isidro, Lima, Lima [Province], Perú"
18306,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WNX,0WNX,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363184560,352556102050684,,Active,,4/11/2023 12:19:56 PM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,
18307,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WNZ,0WNZ,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363184598,354514101459974,,Active,Ignition ON,4/13/2023 1:37:12 PM,4/19/2023 2:39:33 AM,1/5/2024 5:51:08 PM,Gulf of Guinea
18308,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WO0,0WO0,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,0WO0,0WO0,,Active,Parked,10/28/2023 6:10:16 AM,4/13/2023 8:32:22 AM,4/13/2023 8:32:23 AM,"Via Principal-45, Santa Anita, Lima, Lima [Province]"
18309,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WO3,0WO3,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,"29,99",INTERNAL USE,Monthly,11/16/2021 7:30:33 PM,12/15/2021 7:30:33 PM,1363184602,352556102088262,,Active,Travel Stop,6/17/2023 8:07:42 AM,4/14/2023 8:10:55 AM,4/14/2023 8:04:25 AM,"Av Republica Argentina-79, Lima (cercado), Lima, Lima [Province]"
18310,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WOE,0WOE,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363184691,352556102049546,,Active,Ignition OFF,1/1/1900 12:00:00 AM,4/18/2023 3:58:43 PM,4/18/2023 4:00:15 PM,"Av Enrique Canaval Y Moreyra, San Isidro, Lima, Lima [Province]"
18311,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WOF,0WOF,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363185016,352556102100125,,Active,Parked,1/1/1900 12:00:00 AM,4/18/2023 8:43:38 PM,4/18/2023 8:43:39 PM,"Av \-13, San Isidro, Lima, Lima [Province]"
18312,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WOG,0WOG,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363184660,352556102086399,,Active,Input 1 OFF,1/1/1900 12:00:00 AM,4/18/2023 4:19:50 PM,4/18/2023 4:19:50 PM,"Los Halcones-56, San Isidro, Lima, Lima [Province], Perú"
18313,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WOH,0WOH,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363184684,352556102050338,,Active,Input 1 OFF,1/1/1900 12:00:00 AM,4/18/2023 4:46:17 PM,4/18/2023 4:47:28 PM,"Av Enrique Canaval Y Moreyra, San Isidro, Lima, Lima [Province]"
18314,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WOO,0WOO,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,0WOO,0WOO,,Active,Parked,4/29/2023 3:53:22 AM,10/9/2023 11:00:20 AM,10/9/2023 11:01:21 AM,"Km 6, MOQUEGUA, MARISCAL NIETO, MOQUEGUA, Perú"
18315,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WOQ,0WOQ,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363184610,352556102016099,,Active,Power OFF,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,2/9/2024 9:54:44 AM,Gulf of Guinea
18316,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0WOT,C8Q-711,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,,,"29,99",INTERNAL USE,Monthly,7/3/2024 12:00:00 AM,8/2/2024 12:00:00 AM,1363185524,352556102056749,,Active,Parked,8/7/2024 1:17:20 PM,8/7/2024 5:14:33 PM,8/9/2024 4:58:10 PM,Gulf of Guinea
18317,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WOX,0WOX,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363184651,354514101461095,,Active,Parked,1/1/1900 12:00:00 AM,4/20/2023 4:44:23 PM,4/20/2023 4:39:54 PM,"Av Enrique Canaval Y Moreyra-31, San Isidro, Lima, Lima [Province]"
18318,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Renting,0WP5,BHK-883,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,"29,99",,Monthly,11/9/2024 12:00:00 AM,11/9/2027 12:00:00 AM,1363184650,352556102051450,,Active,,3/13/2025 11:16:16 AM,3/13/2025 3:09:02 PM,2/21/2025 4:00:18 PM,7791 NW 46TH ST
18319,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WP9,0WP9,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,0WP9,0WP9,,Active,POWER UP,4/21/2023 1:45:25 PM,7/17/2023 11:53:41 PM,7/26/2023 6:59:40 PM,Gulf of Guinea
18320,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WPL,0WPL,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,0WPL,0WPL,,Active,POWER UP,7/13/2024 9:21:24 AM,5/22/2024 10:40:07 AM,7/13/2024 1:17:16 PM,"Av Enrique Canaval Y Moreyra, San Isidro, Lima, Lima [Province]"
18321,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WR8,0WR8,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE,,0,,Monthly,10/23/2024 12:00:00 AM,11/21/2024 12:00:00 AM,4764400324,354514101202499,,Active,POWER UP,10/23/2024 2:47:06 PM,1/13/2025 9:41:45 AM,1/13/2025 9:43:12 AM,"Av Enrique Canaval Y Moreyra-31, San Isidro, Lima, Lima [Province], Perú"
18322,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WRB,0WRB,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764347606,358077092212436,,Active,Drive,4/25/2023 12:31:32 PM,8/5/2023 2:37:29 AM,8/5/2023 2:37:35 AM,"Nueva Panamericana Sur, Chincha Baja, Peru"
18323,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WRH,0WRH,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,0WRH,0WRH,,Active,Parked,4/26/2023 6:44:25 AM,5/12/2023 9:00:16 PM,5/12/2023 9:00:36 PM,"Av Pe-1n Km 580, Chicama, Ascope, La Libertad, Perú"
18325,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WRV,0WRV,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764383375,358077093351845,,Active,Ignition OFF,1/1/1900 12:00:00 AM,5/19/2025 2:49:17 PM,5/19/2025 2:49:37 PM,"Via Principal, Puente Piedra, Lima, Lima [Province]"
18326,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WS4,0WS4,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764400399,354514101226977,,Active,Ignition ON,5/2/2023 7:00:16 AM,5/2/2023 10:56:45 AM,5/2/2023 10:57:21 AM,"Av Sol, Villa El Salvador, Lima, Lima [Province], Perú"
18327,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WSC,0WSC,CalAmp 2630 - CDMA - LMU2630CV-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764400702,354514101209197,,Active,Parked,6/17/2023 8:02:40 AM,4/27/2023 11:38:29 PM,4/27/2023 11:39:07 PM,"Av Enrique Canaval Y Moreyra-76, San Isidro, Lima, Lima [Province]"
18329,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WWA,0WWA,CalAmp 2630 - 3G - LMU2631H-H000-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764401093,354514101227082,,Active,Parked,6/16/2023 1:36:18 PM,4/30/2023 7:01:26 AM,4/30/2023 7:02:13 AM,"Av Republica De Panama, San Isidro, Lima, Lima [Province]"
18330,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WWW,0WWW,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363184756,352556102002354,,Active,Parked,1/1/1900 12:00:00 AM,4/29/2023 6:39:37 PM,4/29/2023 6:39:56 PM,"Av Republica De Panama-20, San Isidro, Lima, Lima [Province]"
18332,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WX3,0WX3,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,0WX3,0WX3,,Active,Ignition ON,5/7/2023 7:57:46 AM,5/7/2023 11:54:24 AM,5/7/2023 11:54:34 AM,"R7QV+JR Piura, Peru"
18333,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WX7,0WX7,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,0WX7,0WX7,,Active,Ignition OFF,5/7/2023 9:37:21 AM,5/7/2023 1:30:12 PM,5/7/2023 1:30:16 PM,"Pi-102-41, Paita, Paita, Piura, Perú"
18334,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WX8,0WX8,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363189377,352556102788440,,Active,Ignition OFF,6/27/2023 2:16:48 PM,4/29/2023 5:46:14 PM,6/26/2023 10:59:43 PM,Gulf of Guinea
18335,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WXH,0WXH,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764400610,354514101088252,,Active,Ignition ON,5/4/2023 1:30:29 PM,5/4/2023 5:29:21 PM,5/4/2023 5:29:47 PM,"Av Sol, Villa El Salvador, Lima, Lima [Province], Perú"
18336,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WXX,0WXX,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,0WXX,0WXX,,Active,Ignition OFF,5/18/2023 11:10:00 AM,5/18/2023 4:24:18 PM,5/25/2023 9:29:18 PM,"Av Enrique Canaval Y Moreyra-31, San Isidro, Lima, Lima [Province], Perú"
18337,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WY8,0WY8,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,0WY8,0WY8,,Active,Parked,7/12/2024 3:43:37 PM,7/12/2024 7:42:29 PM,7/12/2024 7:42:53 PM,"Av Pe-1n, Lambayeque, Lambayeque, Lambayeque"
18338,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0WYN,4764428357,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764385651,358077093132294,,Active,POWER UP,6/28/2024 11:02:16 AM,8/7/2024 3:52:34 PM,9/6/2024 10:28:00 AM,Gulf of Guinea
18340,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0X00,4764386058,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363118288,359369091105094,,Active,Parked,7/9/2024 7:33:30 AM,7/9/2024 10:36:18 AM,7/9/2024 10:36:59 AM,"Av Sol, Villa El Salvador, Lima, Lima [Province], Perú"
18341,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0X02,0X02,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE,,0,,Monthly,10/23/2024 12:00:00 AM,11/21/2024 12:00:00 AM,0X02,0X02,,Active,Idle - Stop,10/23/2024 2:47:06 PM,3/12/2025 9:08:45 PM,3/12/2025 9:09:02 PM,"Av Grifo, Chorrillos, Lima, Lima [Province]"
18342,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0X04,4764429234,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764429234,354514102533926,,Active,Travel Stop,1/1/1900 12:00:00 AM,8/20/2024 8:52:35 AM,8/20/2024 8:52:58 AM,"Av Republica De Panama-20, San Isidro, Lima, Lima [Province]"
18343,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0X08,0X08,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,0X08,0X08,,Active,Ignition ON,7/11/2024 3:28:29 PM,7/11/2024 7:26:54 PM,7/11/2024 7:27:15 PM,"Av Pe-1n, Lambayeque, Lambayeque, Lambayeque, Perú"
18344,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0X0M,0X0M,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,0X0M,0X0M,,Active,POWER UP,5/8/2023 12:20:44 PM,7/14/2023 5:20:32 PM,7/14/2023 8:10:58 PM,"Clb-33, Surquillo, Lima, Lima [Province]"
18345,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0X0Q,0X0Q,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,0X0Q,0X0Q,,Active,POWER UP,5/12/2023 4:15:35 AM,5/12/2023 8:12:02 AM,5/12/2023 8:12:23 AM,"Av Enrique Canaval Y Moreyra, San Isidro, Lima, Lima [Province]"
18346,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0X0S,0X0S,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764413664a,352556102517047b,,Active,Ignition OFF,5/17/2023 9:12:08 AM,7/10/2023 12:21:28 PM,7/10/2023 12:21:52 PM,"Av Lm-114-26, Lurigancho, Lima, Lima [Province], Perú"
18348,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0X0V,0X0V,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,SD214336186027,862193022186027,,Active,Ignition ON,5/10/2023 11:47:25 AM,5/10/2023 3:44:29 PM,5/10/2023 3:44:32 PM,Gulf of Guinea
18351,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0X1B,4764429097,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,0,INTERNAL U,Monthly,11/23/2024 12:00:00 AM,12/22/2024 12:00:00 AM,4764385903,358077093321608,,Active,Idle Alert,11/23/2024 1:28:49 PM,12/27/2024 8:21:18 AM,12/27/2024 8:21:47 AM,"Av Pablo Carriquirry-51, San Isidro, Lima, Lima [Province], Perú"
18352,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0X24,0X24,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363184682,354514101460972,,Active,Parked,5/15/2023 8:24:59 AM,5/15/2023 1:14:14 PM,5/15/2023 1:14:15 PM,"QXWX+58R, Chorrillos 15067, Peru"
18353,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0X25,0X25,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764412899,352556102458531,,Active,POWER UP,5/17/2023 9:06:12 AM,7/9/2023 11:36:17 AM,11/4/2023 6:31:12 PM,"R7HX+C6 Piura, Peru"
18354,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0X2L,4764385880,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764385880,358077093380521,,Active,Ignition OFF,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,5/24/2024 4:54:51 PM,
18355,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0X2P,0X2P,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764413608,352556102442428,,Active,Ignition ON,5/12/2023 4:36:34 PM,10/13/2023 10:33:41 AM,10/13/2023 10:34:04 AM,"Av Enrique Canaval Y Moreyra, San Isidro, Lima, Lima [Province]"
18357,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0X2Z,0X2Z,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,000034406283,353161075875297,,Active,Input 1 OFF,5/12/2023 2:06:27 PM,11/1/2023 12:19:21 PM,11/1/2023 12:19:32 PM,"Pi-102-94, Paita, Paita, Piura, Perú"
18358,TSO Mobile Peru,TSO INVENTARIO DISPONIBLE PERU, ,.,,,"Panic Button, ",PLAN PROFESIONAL,Client,0X32,0X32,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CLARO-PE TSO,,0,INTERNAL USE,Monthly,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,0X32,0X32,,Active,Input 1 OFF,5/13/2023 12:09:11 PM,10/12/2023 9:26:09 PM,11/1/2023 2:48:08 PM,Gulf of Guinea
